T	B	Gr	NK_56	NK_16
0	108	0	0	0
0	0	0	108	0
108	0	0	0	0
0	108	0	0	0
108	0	0	0	0
0	0	108	0	0
0	0	0	108	0
0	0	0	108	0
0	0	108	0	0
0	0	0	108	0
0	0	108	0	0
0	0	0	108	0
0	0	108	0	0
0	0	0	108	0
0	0	0	108	0
0	0	0	0	108
108	0	0	0	0
0	0	0	0	108
0	0	108	0	0
0	108	0	0	0
0	0	108	0	0
0	0	108	0	0
0	108	0	0	0
0	0	108	0	0
108	0	0	0	0
0	0	0	108	0
0	0	108	0	0
0	108	0	0	0
0	108	0	0	0
0	108	0	0	0
0	108	0	0	0
0	0	0	108	0
0	0	0	108	0
0	0	108	0	0
0	108	0	0	0
0	0	108	0	0
0	0	0	108	0
0	0	108	0	0
0	108	0	0	0
0	0	108	0	0
0	108	0	0	0
0	0	108	0	0
0	0	108	0	0
108	0	0	0	0
0	108	0	0	0
0	0	0	108	0
0	0	0	108	0
0	108	0	0	0
108	0	0	0	0
0	108	0	0	0
0	108	0	0	0
0	108	0	0	0
0	0	0	108	0
108	0	0	0	0
0	0	0	108	0
0	108	0	0	0
0	108	0	0	0
0	108	0	0	0
0	0	108	0	0
0	108	0	0	0
0	0	0	108	0
0	108	0	0	0
0	108	0	0	0
0	0	0	108	0
0	0	0	108	0
0	0	0	0	108
0	0	0	108	0
0	0	0	108	0
0	109	0	0	0
0	0	0	109	0
109	0	0	0	0
0	0	0	109	0
0	0	109	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	109	0
109	0	0	0	0
0	109	0	0	0
0	0	109	0	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	109	0	0	0
0	0	0	0	109
0	0	0	109	0
0	109	0	0	0
0	0	0	0	109
0	0	0	109	0
0	109	0	0	0
0	0	0	0	109
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
109	0	0	0	0
0	109	0	0	0
0	0	0	109	0
109	0	0	0	0
0	0	109	0	0
0	0	109	0	0
0	0	0	109	0
109	0	0	0	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	0	109	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	0	0	0	109
0	109	0	0	0
0	0	109	0	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	109	0	0	0
109	0	0	0	0
109	0	0	0	0
0	0	0	109	0
0	0	0	109	0
109	0	0	0	0
109	0	0	0	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	0	109	0	0
109	0	0	0	0
0	109	0	0	0
0	109	0	0	0
109	0	0	0	0
0	0	0	109	0
0	0	109	0	0
0	0	0	109	0
0	0	0	0	109
0	0	0	109	0
109	0	0	0	0
0	109	0	0	0
109	0	0	0	0
0	0	109	0	0
0	0	109	0	0
0	109	0	0	0
109	0	0	0	0
0	109	0	0	0
109	0	0	0	0
0	0	109	0	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
109	0	0	0	0
0	0	0	109	0
109	0	0	0	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	0	0	0	109
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	0	109	0	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	0	109
0	0	0	0	109
109	0	0	0	0
109	0	0	0	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	0	0	109	0
0	109	0	0	0
0	109	0	0	0
109	0	0	0	0
0	109	0	0	0
0	0	0	109	0
0	109	0	0	0
0	0	0	0	109
0	0	109	0	0
0	109	0	0	0
0	109	0	0	0
0	109	0	0	0
109	0	0	0	0
0	109	0	0	0
109	0	0	0	0
0	0	0	0	109
0	109	0	0	0
109	0	0	0	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	0	0	109	0
0	109	0	0	0
0	0	109	0	0
0	109	0	0	0
0	0	0	109	0
0	0	109	0	0
0	0	109	0	0
0	0	109	0	0
0	0	109	0	0
0	0	109	0	0
0	0	0	0	109
109	0	0	0	0
109	0	0	0	0
110	0	0	0	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
110	0	0	0	0
0	110	0	0	0
0	0	110	0	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
0	0	0	0	110
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	0	110	0	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	0	0	110	0
110	0	0	0	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
110	0	0	0	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	0	0	110	0
0	110	0	0	0
0	0	110	0	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
0	0	0	110	0
0	0	0	110	0
110	0	0	0	0
0	0	110	0	0
110	0	0	0	0
0	110	0	0	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
110	0	0	0	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
110	0	0	0	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
110	0	0	0	0
0	0	110	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
110	0	0	0	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
110	0	0	0	0
110	0	0	0	0
0	0	0	110	0
110	0	0	0	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
0	110	0	0	0
0	110	0	0	0
0	0	0	0	110
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	0	110	0	0
0	110	0	0	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
0	0	110	0	0
0	110	0	0	0
110	0	0	0	0
0	110	0	0	0
110	0	0	0	0
0	110	0	0	0
110	0	0	0	0
0	110	0	0	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
110	0	0	0	0
110	0	0	0	0
0	0	0	0	110
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
110	0	0	0	0
0	0	0	110	0
0	0	0	110	0
0	0	110	0	0
0	110	0	0	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
110	0	0	0	0
0	0	0	110	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	0	110	0	0
0	0	0	110	0
110	0	0	0	0
0	0	110	0	0
110	0	0	0	0
0	110	0	0	0
0	0	110	0	0
0	0	110	0	0
110	0	0	0	0
110	0	0	0	0
0	110	0	0	0
0	110	0	0	0
0	110	0	0	0
0	0	0	110	0
0	110	0	0	0
0	110	0	0	0
0	0	110	0	0
0	0	0	0	110
0	110	0	0	0
0	110	0	0	0
0	110	0	0	0
0	110	0	0	0
0	0	0	0	110
0	0	0	110	0
0	0	0	110	0
0	0	110	0	0
110	0	0	0	0
0	0	110	0	0
0	110	0	0	0
0	0	110	0	0
110	0	0	0	0
0	0	0	110	0
0	110	0	0	0
0	0	0	110	0
0	0	111	0	0
0	0	0	0	111
111	0	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	111	0	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	0	111	0	0
111	0	0	0	0
0	0	0	111	0
111	0	0	0	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	0	0	111	0
111	0	0	0	0
111	0	0	0	0
0	111	0	0	0
0	0	0	111	0
111	0	0	0	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	0	0	111	0
0	0	0	111	0
111	0	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	0	111
0	0	0	111	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
111	0	0	0	0
0	0	0	111	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	0	0	111	0
0	0	0	111	0
111	0	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	0	0	111	0
0	0	111	0	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	111	0	0
0	0	0	111	0
0	0	0	0	111
111	0	0	0	0
0	0	0	111	0
0	0	0	111	0
0	0	111	0	0
111	0	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	0	0	0	111
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	111	0	0
0	0	0	111	0
0	0	0	111	0
0	0	111	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	111	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
111	0	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	0	0	111	0
0	0	0	111	0
111	0	0	0	0
111	0	0	0	0
0	0	0	111	0
0	0	111	0	0
111	0	0	0	0
0	0	0	111	0
0	111	0	0	0
0	0	0	111	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	111	0	0	0
111	0	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	111	0	0
0	111	0	0	0
0	0	0	111	0
0	111	0	0	0
0	111	0	0	0
0	111	0	0	0
0	0	0	111	0
0	0	111	0	0
111	0	0	0	0
0	111	0	0	0
0	0	111	0	0
0	0	0	111	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	112	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	112	0	0
112	0	0	0	0
0	0	112	0	0
0	0	0	112	0
0	0	112	0	0
0	112	0	0	0
0	0	0	0	112
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
112	0	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	112	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
112	0	0	0	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	112	0	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	0	0	0	112
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
112	0	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
112	0	0	0	0
0	112	0	0	0
112	0	0	0	0
0	112	0	0	0
0	0	0	0	112
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
112	0	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
112	0	0	0	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
0	0	112	0	0
0	112	0	0	0
112	0	0	0	0
0	0	0	112	0
0	0	112	0	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	112	0	0
112	0	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
112	0	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	0	0	112
0	112	0	0	0
112	0	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
0	0	112	0	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	0	112	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
112	0	0	0	0
0	112	0	0	0
0	112	0	0	0
0	112	0	0	0
0	0	0	112	0
112	0	0	0	0
0	0	0	112	0
112	0	0	0	0
0	0	0	112	0
0	0	0	112	0
0	112	0	0	0
0	0	0	112	0
0	0	0	112	0
0	0	0	112	0
112	0	0	0	0
0	112	0	0	0
0	0	112	0	0
112	0	0	0	0
0	0	0	112	0
0	112	0	0	0
112	0	0	0	0
0	0	112	0	0
0	112	0	0	0
0	112	0	0	0
112	0	0	0	0
113	0	0	0	0
0	0	113	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	0	113	0	0
0	113	0	0	0
0	0	113	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
113	0	0	0	0
113	0	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	113	0	0
0	0	113	0	0
0	113	0	0	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	0	113	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	0	113	0
113	0	0	0	0
0	113	0	0	0
113	0	0	0	0
0	0	113	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	113	0	0
0	0	0	113	0
113	0	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
113	0	0	0	0
0	113	0	0	0
113	0	0	0	0
0	0	0	0	113
0	0	0	113	0
0	0	113	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	0	113
113	0	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	0	113
0	0	0	113	0
0	0	0	0	113
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
113	0	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	0	113
0	113	0	0	0
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
113	0	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	113	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	0	0	0	113
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	0	0	0	113
0	0	113	0	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
113	0	0	0	0
0	0	113	0	0
0	0	0	0	113
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
113	0	0	0	0
113	0	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
113	0	0	0	0
0	113	0	0	0
0	113	0	0	0
113	0	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	0	113
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	113	0
0	113	0	0	0
113	0	0	0	0
113	0	0	0	0
0	113	0	0	0
0	0	0	113	0
0	0	113	0	0
0	0	113	0	0
0	0	0	113	0
0	0	0	113	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	113	0	0
0	0	113	0	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	113	0	0
0	113	0	0	0
0	113	0	0	0
0	113	0	0	0
0	0	113	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	113	0	0	0
0	0	0	113	0
0	0	0	114	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	114	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
114	0	0	0	0
0	0	0	114	0
0	0	114	0	0
114	0	0	0	0
0	0	114	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	0	0	0	114
114	0	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	114	0	0
114	0	0	0	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	0	0	114
114	0	0	0	0
114	0	0	0	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
114	0	0	0	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
114	0	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	114	0	0
0	0	0	114	0
114	0	0	0	0
0	0	0	114	0
0	0	0	114	0
0	0	114	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
0	0	0	114	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
0	0	114	0	0
0	0	114	0	0
0	0	0	114	0
0	0	0	114	0
0	114	0	0	0
0	0	114	0	0
0	0	0	114	0
0	0	114	0	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	0	0	0	114
0	0	0	114	0
0	0	0	114	0
0	0	0	114	0
0	0	0	0	114
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
114	0	0	0	0
0	114	0	0	0
0	0	0	0	114
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
114	0	0	0	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
0	0	114	0	0
0	0	114	0	0
0	0	114	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
0	114	0	0	0
114	0	0	0	0
0	0	114	0	0
114	0	0	0	0
114	0	0	0	0
0	114	0	0	0
114	0	0	0	0
0	0	0	114	0
0	0	114	0	0
0	0	0	114	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
114	0	0	0	0
0	0	0	114	0
0	0	0	114	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	0	0	0	114
0	114	0	0	0
0	0	0	114	0
0	114	0	0	0
114	0	0	0	0
0	114	0	0	0
0	0	114	0	0
0	114	0	0	0
0	0	114	0	0
0	0	0	114	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
0	0	0	114	0
0	0	114	0	0
0	114	0	0	0
114	0	0	0	0
0	0	114	0	0
0	0	0	114	0
0	114	0	0	0
0	0	0	114	0
0	0	114	0	0
0	114	0	0	0
0	114	0	0	0
114	0	0	0	0
114	0	0	0	0
0	0	0	114	0
0	114	0	0	0
0	114	0	0	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	0	0	114	0
114	0	0	0	0
0	0	0	0	114
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	0	0	0	114
0	114	0	0	0
0	0	0	114	0
0	0	114	0	0
0	0	0	114	0
114	0	0	0	0
0	0	0	114	0
114	0	0	0	0
0	114	0	0	0
0	114	0	0	0
0	0	114	0	0
0	0	114	0	0
114	0	0	0	0
0	0	0	0	114
0	114	0	0	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
0	0	115	0	0
0	0	0	115	0
0	115	0	0	0
115	0	0	0	0
0	115	0	0	0
0	115	0	0	0
115	0	0	0	0
0	0	115	0	0
0	115	0	0	0
0	0	115	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	0	115	0	0
115	0	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	115	0	0
0	0	115	0	0
0	0	0	115	0
0	0	115	0	0
115	0	0	0	0
115	0	0	0	0
0	0	115	0	0
0	115	0	0	0
115	0	0	0	0
115	0	0	0	0
0	0	0	115	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
115	0	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	115	0	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
115	0	0	0	0
0	0	0	115	0
0	0	0	115	0
0	115	0	0	0
0	0	115	0	0
0	115	0	0	0
0	0	115	0	0
115	0	0	0	0
0	0	0	115	0
0	115	0	0	0
115	0	0	0	0
0	0	0	115	0
0	0	115	0	0
115	0	0	0	0
115	0	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	0	115
0	0	0	115	0
0	115	0	0	0
115	0	0	0	0
115	0	0	0	0
0	115	0	0	0
0	0	115	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
115	0	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
115	0	0	0	0
0	0	115	0	0
0	0	0	115	0
0	0	0	0	115
0	115	0	0	0
0	0	115	0	0
0	0	0	115	0
115	0	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
115	0	0	0	0
0	115	0	0	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
115	0	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	0	115
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	115	0	0	0
0	115	0	0	0
0	115	0	0	0
0	0	0	115	0
0	115	0	0	0
0	0	0	115	0
0	0	0	115	0
0	0	0	115	0
0	115	0	0	0
0	115	0	0	0
0	115	0	0	0
